query_name,target_rate_qps,latency_ms,queue_time_ms,total_latency_ms,scheduled_arrival_offset_ms,actual_start_offset_ms
q8_shape,1.0,16341.0,2652.0,18993.0,517866.0,517866.0
q8_shape,1.0,13465.0,3217.0,16682.0,518480.0,518480.0
q8_shape,1.0,16331.0,2105.0,18436.0,521013.0,521013.0
q8_shape,1.0,13866.0,1805.0,15671.0,528171.0,528171.0
q8_shape,1.0,9420.0,2434.0,11854.0,528592.0,528592.0
q8_shape,1.0,12560.0,2035.0,14595.0,534667.0,534667.0
q8_shape,1.0,9307.0,1866.0,11173.0,539240.0,539240.0
q8_shape,1.0,10005.0,1967.0,11972.0,543187.0,543187.0
q8_shape,1.0,15823.0,2010.0,17833.0,553345.0,553345.0
q8_shape,1.0,15343.0,2018.0,17361.0,553937.0,553937.0
q8_shape,1.0,8733.0,1783.0,10516.0,560595.0,560595.0
q8_shape,1.0,10667.0,1902.0,12569.0,563315.0,563315.0
q8_shape,1.0,9805.0,2046.0,11851.0,563358.0,563358.0
q8_shape,1.0,22045.0,4035.0,26080.0,564529.0,564529.0
q8_shape,1.0,19964.0,2277.0,22241.0,567794.0,567794.0
q8_shape,1.0,9452.0,2140.0,11592.0,570426.0,570426.0
q8_shape,1.0,9979.0,1763.0,11742.0,589867.0,589867.0
q8_shape,1.0,9111.0,2057.0,11168.0,596742.0,596742.0
q8_shape,1.0,24240.0,2081.0,26321.0,599857.0,599857.0
q8_shape,1.0,23184.0,2104.0,25288.0,600748.0,600748.0
q8_shape,1.0,23469.0,2099.0,25568.0,601006.0,601006.0
q8_shape,1.0,8928.0,1850.0,10778.0,605484.0,605484.0
q8_shape,1.0,9231.0,1906.0,11137.0,609204.0,609204.0
q8_shape,1.0,10123.0,1931.0,12054.0,619423.0,619423.0
q8_shape,1.0,9429.0,1808.0,11237.0,631663.0,631663.0
q8_shape,1.0,8387.0,1882.0,10269.0,632366.0,632366.0
q8_shape,1.0,9357.0,1742.0,11099.0,634251.0,634251.0
q8_shape,1.0,10531.0,1997.0,12528.0,642503.0,642503.0
q8_shape,1.0,10998.0,1783.0,12781.0,644543.0,644543.0
q8_shape,1.0,10096.0,2056.0,12152.0,654929.0,654929.0
q8_shape,1.0,8784.0,1982.0,10766.0,656825.0,656825.0
q8_shape,1.0,9912.0,1910.0,11822.0,660530.0,660530.0
q8_shape,1.0,8272.0,1710.0,9982.0,669153.0,669153.0
q8_shape,1.0,19352.0,2112.0,21464.0,670863.0,670863.0
q8_shape,1.0,21241.0,2038.0,23279.0,671774.0,671774.0
q8_shape,1.0,18343.0,2066.0,20409.0,677223.0,677223.0
q8_shape,1.0,11570.0,2038.0,13608.0,679612.0,679612.0
q8_shape,1.0,11311.0,1855.0,13166.0,681353.0,681353.0
q8_shape,1.0,12812.0,1918.0,14730.0,681851.0,681851.0
q8_shape,1.0,15990.0,1982.0,17972.0,686283.0,686283.0
q8_shape,1.0,15024.0,1970.0,16994.0,687720.0,687720.0
q8_shape,1.0,9146.0,1702.0,10848.0,689583.0,689583.0
q8_shape,1.0,9825.0,1918.0,11743.0,693804.0,693804.0
q8_shape,1.0,14256.0,1791.0,16047.0,704602.0,704602.0
q8_shape,1.0,15027.0,1982.0,17009.0,706642.0,706642.0
q8_shape,1.0,9933.0,1828.0,11761.0,708291.0,708291.0
q8_shape,1.0,15347.0,2023.0,17370.0,711517.0,711517.0
q8_shape,1.0,13992.0,1884.0,15876.0,713548.0,713548.0
q8_shape,1.0,15732.0,2119.0,17851.0,717094.0,717094.0
q8_shape,1.0,7496.0,1984.0,9480.0,717137.0,717137.0
q8_shape,1.0,15543.0,2318.0,17861.0,717504.0,717504.0
q8_shape,1.0,8563.0,1805.0,10368.0,720585.0,720585.0
q8_shape,1.0,9370.0,1825.0,11195.0,732097.0,732097.0
q8_shape,1.0,11009.0,1846.0,12855.0,732255.0,732255.0
q8_shape,1.0,7898.0,1882.0,9780.0,734506.0,734506.0
q8_shape,1.0,9563.0,1898.0,11461.0,739625.0,739625.0
q8_shape,1.0,10939.0,2002.0,12941.0,740105.0,740105.0
q8_shape,1.0,21777.0,2197.0,23974.0,741867.0,741867.0
q8_shape,1.0,21996.0,2161.0,24157.0,741925.0,741925.0
q8_shape,1.0,20895.0,3356.0,24251.0,742432.0,742432.0
q8_shape,1.0,10175.0,35921.0,46096.0,755189.0,755189.0
q8_shape,1.0,8677.0,2081.0,10758.0,757742.0,757742.0
q8_shape,1.0,8308.0,1901.0,10209.0,759501.0,759501.0
q8_shape,1.0,9898.0,1919.0,11817.0,764345.0,764345.0
q8_shape,1.0,11024.0,1804.0,12828.0,766676.0,766676.0
q8_shape,1.0,12364.0,2311.0,14675.0,770336.0,770336.0
q8_shape,1.0,12497.0,1770.0,14267.0,778941.0,778941.0
q8_shape,1.0,8827.0,1797.0,10624.0,780037.0,780037.0
q8_shape,1.0,9285.0,1900.0,11185.0,782802.0,782802.0
q8_shape,1.0,15903.0,1852.0,17755.0,785330.0,785330.0
q8_shape,1.0,9246.0,1838.0,11084.0,788893.0,788893.0
q8_shape,1.0,14890.0,1981.0,16871.0,790458.0,790458.0
q8_shape,1.0,8317.0,1763.0,10080.0,791080.0,791080.0
q8_shape,1.0,8342.0,1793.0,10135.0,795803.0,795803.0
q8_shape,1.0,10238.0,1996.0,12234.0,800795.0,800795.0
q8_shape,1.0,7923.0,1917.0,9840.0,805344.0,805344.0
q8_shape,1.0,7396.0,1863.0,9259.0,805999.0,805999.0
q8_shape,1.0,9187.0,2023.0,11210.0,814036.0,814036.0
q8_shape,1.0,7579.0,1881.0,9460.0,817630.0,817630.0
q8_shape,1.0,10897.0,1905.0,12802.0,822467.0,822467.0
q8_shape,1.0,8330.0,1836.0,10166.0,822529.0,822529.0
q8_shape,1.0,20766.0,2178.0,22944.0,827869.0,827869.0
q8_shape,1.0,15451.0,1742.0,17193.0,828772.0,828772.0
q8_shape,1.0,19969.0,2271.0,22240.0,828888.0,828888.0
q8_shape,1.0,18148.0,2551.0,20699.0,829284.0,829284.0
q8_shape,1.0,14365.0,1753.0,16118.0,829456.0,829456.0
q8_shape,1.0,11170.0,1846.0,13016.0,836404.0,836404.0
q8_shape,1.0,8515.0,2107.0,10622.0,838708.0,838708.0
q8_shape,1.0,13826.0,3321.0,17147.0,843407.0,843407.0
q8_shape,1.0,15249.0,1997.0,17246.0,845178.0,845178.0
q8_shape,1.0,9892.0,1864.0,11756.0,858465.0,858465.0
q8_shape,1.0,9343.0,2300.0,11643.0,862980.0,862980.0
q8_shape,1.0,10341.0,1910.0,12251.0,873356.0,873356.0
q8_shape,1.0,9113.0,1846.0,10959.0,874351.0,874351.0
q8_shape,1.0,9112.0,1938.0,11050.0,876680.0,876680.0
q8_shape,1.0,8444.0,2010.0,10454.0,880192.0,880192.0
q8_shape,1.0,12211.0,1855.0,14066.0,885114.0,885114.0
q8_shape,1.0,13332.0,1846.0,15178.0,889194.0,889194.0
q8_shape,1.0,8905.0,1737.0,10642.0,896218.0,896218.0
q8_shape,1.0,9534.0,2202.0,11736.0,900666.0,900666.0
q8_shape,1.0,14420.0,1809.0,16229.0,901762.0,901762.0
q8_shape,1.0,13945.0,1780.0,15725.0,902275.0,902275.0
q8_shape,1.0,10278.0,26243.0,36521.0,905952.0,905952.0
q8_shape,1.0,9875.0,1793.0,11668.0,911394.0,911394.0
q8_shape,1.0,13004.0,1684.0,14688.0,916974.0,916974.0
q8_shape,1.0,12699.0,1728.0,14427.0,920260.0,920260.0
q8_shape,1.0,8724.0,1686.0,10410.0,924462.0,924462.0
q8_shape,1.0,8825.0,1911.0,10736.0,932593.0,932593.0
q8_shape,1.0,7998.0,1694.0,9692.0,935756.0,935756.0
q8_shape,1.0,14369.0,27363.0,41732.0,947234.0,947234.0
q8_shape,1.0,10406.0,1769.0,12175.0,949731.0,949731.0
q8_shape,1.0,8926.0,1948.0,10874.0,951110.0,951110.0
q8_shape,1.0,8883.0,1684.0,10567.0,952276.0,952276.0
q8_shape,1.0,9177.0,1773.0,10950.0,952348.0,952348.0
q8_shape,1.0,8512.0,1715.0,10227.0,955964.0,955964.0
q8_shape,1.0,11613.0,2057.0,13670.0,976662.0,976662.0
q8_shape,1.0,14370.0,1762.0,16132.0,976878.0,976878.0
q8_shape,1.0,14312.0,1744.0,16056.0,977294.0,977294.0
q8_shape,1.0,8114.0,1815.0,9929.0,978269.0,978269.0
q8_shape,1.0,7944.0,2081.0,10025.0,978367.0,978367.0
q8_shape,1.0,10567.0,2371.0,12938.0,980941.0,980941.0
q8_shape,1.0,10588.0,2188.0,12776.0,986825.0,986825.0
q8_shape,1.0,9661.0,1901.0,11562.0,989830.0,989830.0
q8_shape,1.0,11280.0,1731.0,13011.0,1000345.0,1000345.0
q8_shape,1.0,8822.0,2193.0,11015.0,1002873.0,1002873.0
q8_shape,1.0,9473.0,1828.0,11301.0,1003139.0,1003139.0
q8_shape,1.0,8711.0,1785.0,10496.0,1003713.0,1003713.0
q8_shape,1.0,9813.0,1717.0,11530.0,1019933.0,1019933.0
q8_shape,1.0,8599.0,1893.0,10492.0,1023269.0,1023269.0
q8_shape,1.0,9226.0,2126.0,11352.0,1026216.0,1026216.0
q8_refactored,10.0,742.0,463.0,1205.0,30254.0,30254.0
q8_refactored,10.0,1166.0,614.0,1780.0,30942.0,30942.0
q8_refactored,10.0,940.0,2736.0,3676.0,31116.0,31116.0
q8_refactored,10.0,839.0,315.0,1154.0,31562.0,31562.0
q8_refactored,10.0,1420.0,583.0,2003.0,31692.0,31692.0
q8_refactored,10.0,1325.0,543.0,1868.0,32091.0,32091.0
q8_refactored,10.0,1392.0,606.0,1998.0,32291.0,32291.0
q8_refactored,10.0,1561.0,573.0,2134.0,32663.0,32663.0
q8_refactored,10.0,1122.0,448.0,1570.0,32839.0,32839.0
q8_refactored,10.0,1419.0,530.0,1949.0,33092.0,33092.0
q8_refactored,10.0,1396.0,477.0,1873.0,33270.0,33270.0
q8_refactored,10.0,1189.0,448.0,1637.0,33397.0,33397.0
q8_refactored,10.0,1228.0,492.0,1720.0,33404.0,33404.0
q8_refactored,10.0,947.0,518.0,1465.0,33722.0,33722.0
q8_refactored,10.0,814.0,345.0,1159.0,34568.0,34568.0
q8_refactored,10.0,1052.0,363.0,1415.0,34838.0,34838.0
q8_refactored,10.0,845.0,420.0,1265.0,35130.0,35130.0
q8_refactored,10.0,848.0,457.0,1305.0,35336.0,35336.0
q8_refactored,10.0,917.0,439.0,1356.0,35360.0,35360.0
q8_refactored,10.0,808.0,360.0,1168.0,35827.0,35827.0
q8_refactored,10.0,861.0,479.0,1340.0,36045.0,36045.0
q8_refactored,10.0,583.0,392.0,975.0,36104.0,36104.0
q8_refactored,10.0,549.0,374.0,923.0,36247.0,36247.0
q8_refactored,10.0,827.0,436.0,1263.0,36317.0,36317.0
q8_refactored,10.0,929.0,349.0,1278.0,36557.0,36557.0
q8_refactored,10.0,764.0,383.0,1147.0,36739.0,36739.0
q8_refactored,10.0,817.0,302.0,1119.0,36848.0,36848.0
q8_refactored,10.0,963.0,326.0,1289.0,37042.0,37042.0
q8_refactored,10.0,624.0,373.0,997.0,37191.0,37191.0
q8_refactored,10.0,868.0,365.0,1233.0,37286.0,37286.0
q8_refactored,10.0,695.0,353.0,1048.0,37546.0,37546.0
q8_refactored,10.0,695.0,337.0,1032.0,37562.0,37562.0
q8_refactored,10.0,672.0,282.0,954.0,37790.0,37790.0
q8_refactored,10.0,940.0,437.0,1377.0,37833.0,37833.0
q8_refactored,10.0,752.0,338.0,1090.0,37966.0,37966.0
q8_refactored,10.0,562.0,414.0,976.0,38037.0,38037.0
q8_refactored,10.0,794.0,443.0,1237.0,38265.0,38265.0
q8_refactored,10.0,814.0,372.0,1186.0,38373.0,38373.0
q8_refactored,10.0,904.0,396.0,1300.0,38637.0,38637.0
q8_refactored,10.0,773.0,372.0,1145.0,38802.0,38802.0
q8_refactored,10.0,670.0,374.0,1044.0,38990.0,38990.0
q8_refactored,10.0,855.0,443.0,1298.0,39042.0,39042.0
q8_refactored,10.0,837.0,416.0,1253.0,39220.0,39220.0
q8_refactored,10.0,683.0,305.0,988.0,39277.0,39277.0
q8_refactored,10.0,774.0,448.0,1222.0,39334.0,39334.0
q8_refactored,10.0,929.0,575.0,1504.0,39407.0,39407.0
q8_refactored,10.0,971.0,507.0,1478.0,39413.0,39413.0
q8_refactored,10.0,977.0,548.0,1525.0,39426.0,39426.0
q8_refactored,10.0,755.0,372.0,1127.0,39512.0,39512.0
q8_refactored,10.0,649.0,285.0,934.0,39546.0,39546.0
q8_refactored,10.0,722.0,312.0,1034.0,39558.0,39558.0
q8_refactored,10.0,843.0,426.0,1269.0,39775.0,39775.0
q8_refactored,10.0,875.0,435.0,1310.0,39783.0,39783.0
q8_refactored,10.0,744.0,374.0,1118.0,39852.0,39852.0
q8_refactored,10.0,834.0,426.0,1260.0,39940.0,39940.0
q8_refactored,10.0,489.0,337.0,826.0,40614.0,40614.0
q8_refactored,10.0,500.0,267.0,767.0,40622.0,40622.0
q8_refactored,10.0,726.0,366.0,1092.0,40625.0,40625.0
q8_refactored,10.0,726.0,332.0,1058.0,40640.0,40640.0
q8_refactored,10.0,839.0,387.0,1226.0,40800.0,40800.0
q8_refactored,10.0,832.0,349.0,1181.0,41038.0,41038.0
q8_refactored,10.0,833.0,320.0,1153.0,41122.0,41122.0
q8_refactored,10.0,769.0,363.0,1132.0,41177.0,41177.0
q8_refactored,10.0,776.0,380.0,1156.0,41440.0,41440.0
q8_refactored,10.0,888.0,359.0,1247.0,41534.0,41534.0
q8_refactored,10.0,825.0,525.0,1350.0,41945.0,41945.0
q8_refactored,10.0,830.0,300.0,1130.0,42044.0,42044.0
q8_refactored,10.0,806.0,365.0,1171.0,42123.0,42123.0
q8_refactored,10.0,686.0,340.0,1026.0,42384.0,42384.0
q8_refactored,10.0,902.0,514.0,1416.0,42449.0,42449.0
q8_refactored,10.0,806.0,347.0,1153.0,42585.0,42585.0
q8_refactored,10.0,785.0,385.0,1170.0,42587.0,42587.0
q8_refactored,10.0,892.0,449.0,1341.0,42662.0,42662.0
q8_refactored,10.0,876.0,504.0,1380.0,43062.0,43062.0
q8_refactored,10.0,798.0,310.0,1108.0,43094.0,43094.0
q8_refactored,10.0,545.0,593.0,1138.0,43538.0,43538.0
q8_refactored,10.0,518.0,398.0,916.0,43650.0,43650.0
q8_refactored,10.0,721.0,383.0,1104.0,43789.0,43789.0
q8_refactored,10.0,709.0,360.0,1069.0,43948.0,43948.0
q8_refactored,10.0,873.0,391.0,1264.0,44026.0,44026.0
q8_refactored,10.0,620.0,486.0,1106.0,44144.0,44144.0
q8_refactored,10.0,806.0,458.0,1264.0,44947.0,44947.0
q8_refactored,10.0,841.0,298.0,1139.0,45054.0,45054.0
q8_refactored,10.0,487.0,372.0,859.0,45537.0,45537.0
q8_refactored,10.0,732.0,281.0,1013.0,45610.0,45610.0
q8_refactored,10.0,725.0,390.0,1115.0,45624.0,45624.0
q8_refactored,10.0,754.0,348.0,1102.0,45666.0,45666.0
q8_refactored,10.0,779.0,330.0,1109.0,45953.0,45953.0
q8_refactored,10.0,771.0,382.0,1153.0,46186.0,46186.0
q8_refactored,10.0,787.0,539.0,1326.0,46268.0,46268.0
q8_refactored,10.0,759.0,356.0,1115.0,46349.0,46349.0
q8_refactored,10.0,732.0,286.0,1018.0,46514.0,46514.0
q8_refactored,10.0,835.0,322.0,1157.0,46608.0,46608.0
q8_refactored,10.0,797.0,351.0,1148.0,46711.0,46711.0
q8_refactored,10.0,763.0,362.0,1125.0,46990.0,46990.0
q8_refactored,10.0,748.0,386.0,1134.0,46991.0,46991.0
q8_refactored,10.0,738.0,276.0,1014.0,47025.0,47025.0
q8_refactored,10.0,756.0,440.0,1196.0,47113.0,47113.0
q8_refactored,10.0,784.0,298.0,1082.0,47379.0,47379.0
q8_refactored,10.0,712.0,458.0,1170.0,47437.0,47437.0
q8_refactored,10.0,459.0,328.0,787.0,47691.0,47691.0
q8_refactored,10.0,737.0,327.0,1064.0,47936.0,47936.0
q8_refactored,10.0,679.0,264.0,943.0,48478.0,48478.0
q8_refactored,10.0,744.0,372.0,1116.0,48484.0,48484.0
q8_refactored,10.0,815.0,406.0,1221.0,48764.0,48764.0
q8_refactored,10.0,739.0,380.0,1119.0,48814.0,48814.0
q8_refactored,10.0,803.0,375.0,1178.0,49084.0,49084.0
q8_refactored,10.0,698.0,521.0,1219.0,49242.0,49242.0
q8_refactored,10.0,694.0,376.0,1070.0,49379.0,49379.0
q8_refactored,10.0,895.0,441.0,1336.0,49564.0,49564.0
q8_refactored,10.0,666.0,266.0,932.0,49573.0,49573.0
q8_refactored,10.0,895.0,414.0,1309.0,49583.0,49583.0
q8_refactored,10.0,913.0,427.0,1340.0,49584.0,49584.0
q8_refactored,10.0,895.0,315.0,1210.0,49679.0,49679.0
q8_refactored,10.0,853.0,347.0,1200.0,49745.0,49745.0
q8_refactored,10.0,775.0,320.0,1095.0,50318.0,50318.0
q8_refactored,10.0,727.0,432.0,1159.0,50364.0,50364.0
q8_refactored,10.0,655.0,386.0,1041.0,50563.0,50563.0
q8_refactored,10.0,736.0,469.0,1205.0,50762.0,50762.0
q8_refactored,10.0,712.0,317.0,1029.0,51067.0,51067.0
q8_refactored,10.0,818.0,408.0,1226.0,51162.0,51162.0
q8_refactored,10.0,824.0,399.0,1223.0,51215.0,51215.0
q8_refactored,10.0,699.0,311.0,1010.0,51472.0,51472.0
q8_refactored,10.0,821.0,407.0,1228.0,51618.0,51618.0
q8_refactored,10.0,872.0,388.0,1260.0,51689.0,51689.0
q8_refactored,10.0,552.0,372.0,924.0,51719.0,51719.0
q8_refactored,10.0,762.0,291.0,1053.0,51810.0,51810.0
q8_refactored,10.0,859.0,429.0,1288.0,51942.0,51942.0
q8_refactored,10.0,687.0,341.0,1028.0,52301.0,52301.0
q8_refactored,10.0,707.0,395.0,1102.0,52668.0,52668.0
q8_refactored,10.0,797.0,292.0,1089.0,53220.0,53220.0
q8_refactored,10.0,738.0,394.0,1132.0,53457.0,53457.0
q8_refactored,10.0,703.0,352.0,1055.0,53457.0,53457.0
q8_refactored,10.0,729.0,394.0,1123.0,53458.0,53458.0
q8_refactored,10.0,448.0,381.0,829.0,53467.0,53467.0
q8_refactored,10.0,741.0,360.0,1101.0,53469.0,53469.0
q8_refactored,10.0,757.0,308.0,1065.0,53580.0,53580.0
q8_refactored,10.0,700.0,296.0,996.0,53583.0,53583.0
q8_refactored,10.0,719.0,327.0,1046.0,54069.0,54069.0
q8_refactored,10.0,743.0,330.0,1073.0,54074.0,54074.0
q8_refactored,10.0,697.0,343.0,1040.0,54085.0,54085.0
q8_refactored,10.0,704.0,367.0,1071.0,54427.0,54427.0
q8_refactored,10.0,674.0,339.0,1013.0,54452.0,54452.0
q8_refactored,10.0,448.0,298.0,746.0,54938.0,54938.0
q8_refactored,10.0,657.0,322.0,979.0,55099.0,55099.0
q8_refactored,10.0,780.0,293.0,1073.0,55218.0,55218.0
q8_refactored,10.0,448.0,329.0,777.0,55317.0,55317.0
q8_refactored,10.0,745.0,281.0,1026.0,55720.0,55720.0
q8_refactored,10.0,682.0,289.0,971.0,56058.0,56058.0
q8_refactored,10.0,725.0,337.0,1062.0,56108.0,56108.0
q8_refactored,10.0,720.0,294.0,1014.0,56181.0,56181.0
q8_refactored,10.0,688.0,316.0,1004.0,56280.0,56280.0
q8_refactored,10.0,710.0,325.0,1035.0,56473.0,56473.0
q8_refactored,10.0,695.0,351.0,1046.0,56522.0,56522.0
q8_refactored,10.0,671.0,283.0,954.0,56644.0,56644.0
q8_refactored,10.0,463.0,306.0,769.0,56741.0,56741.0
q8_refactored,10.0,776.0,290.0,1066.0,56827.0,56827.0
q8_refactored,10.0,720.0,288.0,1008.0,57049.0,57049.0
q8_refactored,10.0,741.0,302.0,1043.0,57205.0,57205.0
q8_refactored,10.0,728.0,299.0,1027.0,57566.0,57566.0
q8_refactored,10.0,755.0,306.0,1061.0,57699.0,57699.0
q8_refactored,10.0,732.0,333.0,1065.0,58301.0,58301.0
q8_refactored,10.0,732.0,319.0,1051.0,58311.0,58311.0
q8_refactored,10.0,687.0,259.0,946.0,58426.0,58426.0
q8_refactored,10.0,659.0,315.0,974.0,58429.0,58429.0
q8_refactored,10.0,666.0,279.0,945.0,58828.0,58828.0
q8_refactored,10.0,680.0,284.0,964.0,59241.0,59241.0
q8_refactored,10.0,734.0,285.0,1019.0,59361.0,59361.0
q8_refactored,10.0,669.0,325.0,994.0,59384.0,59384.0
q8_refactored,10.0,685.0,309.0,994.0,59588.0,59588.0
q8_refactored,10.0,459.0,317.0,776.0,59796.0,59796.0
q8_refactored,10.0,477.0,347.0,824.0,59912.0,59912.0
q8_refactored,10.0,698.0,312.0,1010.0,59942.0,59942.0
q8_refactored,10.0,653.0,323.0,976.0,60440.0,60440.0
q8_refactored,10.0,690.0,296.0,986.0,60446.0,60446.0
q8_refactored,10.0,665.0,291.0,956.0,61072.0,61072.0
q8_refactored,10.0,709.0,271.0,980.0,61809.0,61809.0
q8_refactored,10.0,737.0,299.0,1036.0,62075.0,62075.0
q8_refactored,10.0,713.0,298.0,1011.0,62355.0,62355.0
q8_refactored,10.0,659.0,311.0,970.0,62359.0,62359.0
q8_refactored,10.0,690.0,272.0,962.0,62379.0,62379.0
q8_refactored,10.0,694.0,324.0,1018.0,62585.0,62585.0
q8_refactored,10.0,684.0,330.0,1014.0,62585.0,62585.0
q8_refactored,10.0,676.0,298.0,974.0,63159.0,63159.0
q8_refactored,10.0,654.0,272.0,926.0,64039.0,64039.0
q8_refactored,10.0,712.0,333.0,1045.0,64148.0,64148.0
q8_refactored,10.0,662.0,279.0,941.0,64277.0,64277.0
q8_refactored,10.0,719.0,293.0,1012.0,64613.0,64613.0
q8_refactored,10.0,751.0,302.0,1053.0,64714.0,64714.0
q8_refactored,10.0,673.0,391.0,1064.0,64933.0,64933.0
q8_refactored,10.0,706.0,315.0,1021.0,65096.0,65096.0
q8_refactored,10.0,682.0,323.0,1005.0,65126.0,65126.0
q8_refactored,10.0,1015.0,370.0,1385.0,65153.0,65153.0
q8_refactored,10.0,699.0,321.0,1020.0,65300.0,65300.0
q8_refactored,10.0,694.0,365.0,1059.0,65300.0,65300.0
q8_refactored,10.0,450.0,316.0,766.0,65574.0,65574.0
q8_refactored,10.0,664.0,306.0,970.0,65760.0,65760.0
q8_refactored,10.0,714.0,330.0,1044.0,65887.0,65887.0
q8_refactored,10.0,462.0,305.0,767.0,66185.0,66185.0
q8_refactored,10.0,651.0,285.0,936.0,66483.0,66483.0
q8_refactored,10.0,773.0,366.0,1139.0,66492.0,66492.0
q8_refactored,10.0,709.0,290.0,999.0,66603.0,66603.0
q8_refactored,10.0,693.0,309.0,1002.0,66685.0,66685.0
q8_refactored,10.0,691.0,281.0,972.0,66780.0,66780.0
q8_refactored,10.0,746.0,288.0,1034.0,67318.0,67318.0
q8_refactored,10.0,672.0,259.0,931.0,67585.0,67585.0
q8_refactored,10.0,681.0,287.0,968.0,67612.0,67612.0
q8_refactored,10.0,668.0,324.0,992.0,67726.0,67726.0
q8_refactored,10.0,669.0,346.0,1015.0,67822.0,67822.0
q8_refactored,10.0,667.0,328.0,995.0,67929.0,67929.0
q8_refactored,10.0,709.0,267.0,976.0,68127.0,68127.0
q8_refactored,10.0,638.0,268.0,906.0,68612.0,68612.0
q8_refactored,10.0,700.0,274.0,974.0,69278.0,69278.0
q8_refactored,10.0,659.0,282.0,941.0,69461.0,69461.0
q8_refactored,10.0,712.0,288.0,1000.0,69929.0,69929.0
q8_refactored,10.0,663.0,268.0,931.0,70060.0,70060.0
q8_refactored,10.0,718.0,273.0,991.0,70345.0,70345.0
q8_refactored,10.0,648.0,328.0,976.0,70378.0,70378.0
q8_refactored,10.0,747.0,374.0,1121.0,70533.0,70533.0
q8_refactored,10.0,686.0,288.0,974.0,70828.0,70828.0
q8_refactored,10.0,636.0,287.0,923.0,71474.0,71474.0
q8_refactored,10.0,419.0,292.0,711.0,72523.0,72523.0
q8_refactored,10.0,891.0,332.0,1223.0,72934.0,72934.0
