target,query_name,total_latency_ms
dbsql,property_financials_joined,927.6842117233173
lakebase,fund_performance_arena,64.60206409394686
dbsql,property_financials_joined,536.5811054591063
lakebase,property_financials_joined,91.65793599709104
lakebase,pnl_rollup_multi_month,102.32596237455027
lakebase,gl_monthly_by_arena_year,107.1087639943471
dbsql,fund_performance_arena,505.41057295237124
lakebase,top10_properties_by_revenue,67.19454610021103
lakebase,fund_performance_arena,58.71774164523913
dbsql,worst_case_yoy_growth,613.9637612140518
dbsql,fund_performance_arena,559.1274326914402
lakebase,gl_monthly_by_arena_year,162.58662857600825
lakebase,gl_monthly_by_arena_year,124.12295838532827
lakebase,gl_monthly_by_arena_year,71.90908413122088
lakebase,fund_performance_arena,51.01961536769295
dbsql,property_financials_joined,963.2050827306102
lakebase,gl_monthly_by_arena_year,128.1661229625115
dbsql,gl_monthly_by_arena_year,1059.6448599083885
lakebase,property_financials_joined,71.17924968224543
dbsql,fund_performance_arena,331.62769908869905
lakebase,fund_performance_arena,66.15285650411806
lakebase,top10_properties_by_revenue,110.07651903787519
lakebase,gl_monthly_by_arena_year,74.02596917503956
dbsql,investor_commitment_summary,685.0065386901747
lakebase,fund_performance_arena,64.45408102530337
dbsql,investor_commitment_summary,678.5738271045716
lakebase,gl_monthly_by_arena_year,67.01267389519217
lakebase,investor_commitment_summary,72.01101951159217
dbsql,investor_commitment_summary,702.9731788197751
lakebase,gl_monthly_by_arena_year,67.88212671494875
lakebase,fund_performance_arena,60.44436511524509
lakebase,gl_monthly_by_arena_year,70.54840087437242
lakebase,gl_monthly_by_arena_year,85.39056577023985
dbsql,top10_properties_by_revenue,844.8309065421995
dbsql,investor_commitment_summary,621.148961373251
lakebase,top10_properties_by_revenue,73.72010248468541
lakebase,pnl_rollup_multi_month,120.53694506266766
dbsql,gl_monthly_by_arena_year,926.7664907177675
lakebase,fund_performance_arena,56.06093319966021
dbsql,top10_properties_by_revenue,929.9252981019208
dbsql,property_financials_joined,1299.3637502348747
dbsql,property_financials_joined,961.5223022880173
lakebase,gl_monthly_by_arena_year,74.68685835794986
lakebase,property_financials_joined,107.62794362653949
lakebase,top10_properties_by_revenue,67.95912365350887
lakebase,gl_monthly_by_arena_year,67.44268588761315
dbsql,pnl_rollup_multi_month,583.4328127415347
lakebase,pnl_rollup_multi_month,138.88929595935906
lakebase,pnl_rollup_multi_month,109.53746875236448
lakebase,property_financials_joined,142.80329844044104
lakebase,investor_commitment_summary,90.55909544133556
lakebase,fund_performance_arena,79.8037067443147
dbsql,investor_commitment_summary,593.2242532063583
dbsql,property_financials_joined,503.0857390895562
lakebase,gl_monthly_by_arena_year,97.14960050888521
lakebase,investor_commitment_summary,73.73484255458607
lakebase,top10_properties_by_revenue,111.00945271186902
dbsql,investor_commitment_summary,726.3322705493493
lakebase,investor_commitment_summary,85.1079781405133
dbsql,fund_performance_arena,319.4989045089187
lakebase,pnl_rollup_multi_month,126.77749654301351
lakebase,gl_monthly_by_arena_year,75.51105728697394
lakebase,gl_monthly_by_arena_year,80.2327116620063
dbsql,investor_commitment_summary,697.0420583298278
dbsql,gl_monthly_by_arena_year,1689.5225391656652
lakebase,property_financials_joined,67.26114700086328
dbsql,property_financials_joined,509.48986855354406
lakebase,property_financials_joined,69.24407892802265
lakebase,top10_properties_by_revenue,64.5393518259425
lakebase,investor_commitment_summary,75.33749371742715
dbsql,investor_commitment_summary,708.310787856334
lakebase,pnl_rollup_multi_month,129.92773418545767
dbsql,property_financials_joined,829.3137071018464
lakebase,fund_performance_arena,59.54801935899923
lakebase,fund_performance_arena,72.20521910915068
lakebase,gl_monthly_by_arena_year,71.88716911252868
dbsql,investor_commitment_summary,397.61080700242246
dbsql,property_financials_joined,1568.3667942870727
lakebase,fund_performance_arena,72.12740448642307
dbsql,investor_commitment_summary,695.6591746782692
lakebase,property_financials_joined,109.98409126614206
lakebase,gl_monthly_by_arena_year,102.20974547897299
lakebase,top10_properties_by_revenue,91.00218869377841
dbsql,gl_monthly_by_arena_year,570.1753803579095
lakebase,property_financials_joined,101.84280221915287
dbsql,gl_monthly_by_arena_year,477.71180488064147
dbsql,top10_properties_by_revenue,4517.3068512970785
lakebase,pnl_rollup_multi_month,194.57061924703112
dbsql,pnl_rollup_multi_month,959.5785784940176
dbsql,property_financials_joined,536.9631487676543
dbsql,fund_performance_arena,503.6894836148349
dbsql,pnl_rollup_multi_month,668.6074845422922
dbsql,pnl_rollup_multi_month,901.1872753159196
dbsql,worst_case_yoy_growth,72368.7917803949
lakebase,gl_monthly_by_arena_year,68.14070782070303
dbsql,investor_commitment_summary,389.6190722769006
dbsql,pnl_rollup_multi_month,715.9418853078563
dbsql,investor_commitment_summary,619.7487857454007
dbsql,gl_monthly_by_arena_year,707.7752331309171
dbsql,property_financials_joined,804.4019972560363
dbsql,gl_monthly_by_arena_year,597.6192280924693
dbsql,investor_commitment_summary,676.7861358653988
dbsql,property_financials_joined,534.2336267292467
dbsql,top10_properties_by_revenue,546.4914270705776
dbsql,property_financials_joined,534.2676268164723
lakebase,top10_properties_by_revenue,107.68569263780137
dbsql,gl_monthly_by_arena_year,701.3836819600101
lakebase,fund_performance_arena,59.118520765082394
dbsql,property_financials_joined,889.5019383763838
lakebase,pnl_rollup_multi_month,125.24024742526763
dbsql,investor_commitment_summary,413.1240489319623
dbsql,property_financials_joined,525.4335503760217
dbsql,fund_performance_arena,402.2219344070663
lakebase,investor_commitment_summary,76.65978437017884
dbsql,worst_case_yoy_growth,624.7675051750434
lakebase,investor_commitment_summary,73.2566086459201
dbsql,top10_properties_by_revenue,499.6668118112666
lakebase,pnl_rollup_multi_month,118.54097769571581
dbsql,investor_commitment_summary,647.0695446146237
lakebase,property_financials_joined,82.41686210010357
dbsql,top10_properties_by_revenue,1909.0420693075885
lakebase,top10_properties_by_revenue,111.49052275453641
dbsql,pnl_rollup_multi_month,569.1292210799475
lakebase,gl_monthly_by_arena_year,62.36935305480529
dbsql,pnl_rollup_multi_month,977.3938065668517
lakebase,property_financials_joined,88.04533323529995
dbsql,investor_commitment_summary,322.3739366608811
lakebase,top10_properties_by_revenue,62.41466597788303
lakebase,gl_monthly_by_arena_year,61.98127106051743
lakebase,property_financials_joined,85.42901684336357
dbsql,property_financials_joined,577.8349671500109
dbsql,fund_performance_arena,562.3120562230213
dbsql,fund_performance_arena,350.07165677228613
dbsql,investor_commitment_summary,917.5641327171604
lakebase,gl_monthly_by_arena_year,123.0106370257289
dbsql,worst_case_yoy_growth,612.9704290175937
dbsql,investor_commitment_summary,315.3420004770169
dbsql,property_financials_joined,874.7896868420355
dbsql,pnl_rollup_multi_month,1185.5558510564208
dbsql,top10_properties_by_revenue,1447.2513351328757
lakebase,property_financials_joined,74.92770273552196
dbsql,property_financials_joined,811.175497911222
dbsql,investor_commitment_summary,365.3833376088187
lakebase,property_financials_joined,66.59284666946519
dbsql,investor_commitment_summary,865.0502882273372
dbsql,property_financials_joined,904.8608968638234
dbsql,top10_properties_by_revenue,1362.184736234326
dbsql,fund_performance_arena,396.7094710188235
lakebase,pnl_rollup_multi_month,110.0482504986644
dbsql,top10_properties_by_revenue,486.7658988079029
dbsql,investor_commitment_summary,713.6466217742736
lakebase,pnl_rollup_multi_month,103.98924182231895
dbsql,investor_commitment_summary,391.2425500067229
dbsql,investor_commitment_summary,338.9744131683301
dbsql,fund_performance_arena,481.4583336786882
dbsql,investor_commitment_summary,774.3501628517606
lakebase,property_financials_joined,90.77471879550103
lakebase,property_financials_joined,80.71975556919142
dbsql,worst_case_yoy_growth,711.7523678230953
lakebase,gl_monthly_by_arena_year,77.8218711419072
lakebase,fund_performance_arena,58.46272108297512
dbsql,investor_commitment_summary,900.6829066787532
dbsql,gl_monthly_by_arena_year,843.3099927423768
dbsql,investor_commitment_summary,333.4404852399757
dbsql,pnl_rollup_multi_month,1413.6071975676145
dbsql,top10_properties_by_revenue,826.277712027661
lakebase,investor_commitment_summary,108.3856436473809
lakebase,gl_monthly_by_arena_year,58.439033119725536
dbsql,top10_properties_by_revenue,981.1883984251892
dbsql,gl_monthly_by_arena_year,696.3845475809194
dbsql,investor_commitment_summary,620.6833394116984
lakebase,investor_commitment_summary,109.608274168977
dbsql,investor_commitment_summary,813.8048055091076
dbsql,property_financials_joined,898.8072559013176
dbsql,property_financials_joined,1905.4872747709908
dbsql,top10_properties_by_revenue,851.9805625799108
dbsql,property_financials_joined,908.9360680748655
lakebase,top10_properties_by_revenue,79.3430711740939
dbsql,pnl_rollup_multi_month,1417.7284139086623
dbsql,property_financials_joined,960.9708854887344
lakebase,property_financials_joined,84.49730058873683
dbsql,investor_commitment_summary,691.8875131838149
lakebase,fund_performance_arena,84.44766864727171
lakebase,pnl_rollup_multi_month,136.0796520039571
lakebase,gl_monthly_by_arena_year,67.8315973257213
lakebase,gl_monthly_by_arena_year,76.28946417503357
dbsql,pnl_rollup_multi_month,558.8572260182332
lakebase,gl_monthly_by_arena_year,64.71467671605069
dbsql,gl_monthly_by_arena_year,556.0457118062914
lakebase,investor_commitment_summary,85.15381688010848
dbsql,property_financials_joined,1736.069957588299
lakebase,property_financials_joined,91.25691511985679
dbsql,pnl_rollup_multi_month,1346.672744399342
dbsql,property_financials_joined,498.8143911998577
dbsql,investor_commitment_summary,638.0354963740729
lakebase,pnl_rollup_multi_month,229.13161855711905
lakebase,property_financials_joined,91.75158196256916
dbsql,top10_properties_by_revenue,859.2253736196085
dbsql,pnl_rollup_multi_month,914.149117660088
lakebase,gl_monthly_by_arena_year,87.56944524020582
dbsql,top10_properties_by_revenue,930.753135636337
lakebase,top10_properties_by_revenue,58.979740700237926
lakebase,property_financials_joined,79.5690780009295
dbsql,worst_case_yoy_growth,555.5435647810327
dbsql,worst_case_yoy_growth,985.3895788276077
dbsql,gl_monthly_by_arena_year,780.2416726330534
dbsql,fund_performance_arena,361.5577806413057
dbsql,investor_commitment_summary,649.4686842846136
lakebase,gl_monthly_by_arena_year,77.33780265778023
lakebase,gl_monthly_by_arena_year,115.8367916736438
lakebase,pnl_rollup_multi_month,128.37709099733274
dbsql,gl_monthly_by_arena_year,535.8531444983328
dbsql,property_financials_joined,581.468482154321
lakebase,investor_commitment_summary,75.40862190114694
dbsql,gl_monthly_by_arena_year,536.3845779489225
dbsql,top10_properties_by_revenue,866.8113831488995
lakebase,pnl_rollup_multi_month,127.0517390803434
dbsql,pnl_rollup_multi_month,549.7302695429198
lakebase,investor_commitment_summary,67.83388629071396
dbsql,gl_monthly_by_arena_year,857.8597166552413
lakebase,property_financials_joined,84.96596711222537
dbsql,property_financials_joined,637.7782376048913
dbsql,gl_monthly_by_arena_year,672.3221376843753
dbsql,pnl_rollup_multi_month,568.7551668612514
lakebase,fund_performance_arena,93.13658044573003
dbsql,top10_properties_by_revenue,602.2662240100658
dbsql,property_financials_joined,869.3549606433635
lakebase,investor_commitment_summary,67.9605274646633
lakebase,investor_commitment_summary,83.1141734597054
dbsql,property_financials_joined,542.105913362775
lakebase,top10_properties_by_revenue,72.91559760358268
dbsql,gl_monthly_by_arena_year,1017.2104182656199
dbsql,property_financials_joined,535.167935749655
dbsql,top10_properties_by_revenue,910.4480620671325
lakebase,property_financials_joined,66.14420179855074
lakebase,investor_commitment_summary,74.9916120515195
dbsql,fund_performance_arena,356.42471260223374
dbsql,gl_monthly_by_arena_year,703.9393717008977
lakebase,gl_monthly_by_arena_year,61.28982259417626
dbsql,top10_properties_by_revenue,946.3357897963078
dbsql,investor_commitment_summary,663.935085704793
dbsql,top10_properties_by_revenue,508.0259969055305
lakebase,top10_properties_by_revenue,52.59615346545843
lakebase,top10_properties_by_revenue,95.55258492974872
lakebase,investor_commitment_summary,75.61209648315526
dbsql,fund_performance_arena,406.2367608320301
dbsql,worst_case_yoy_growth,678.4859428978507
lakebase,investor_commitment_summary,78.36573866472918
lakebase,top10_properties_by_revenue,75.65214162423217
lakebase,pnl_rollup_multi_month,215.72821534255127
dbsql,top10_properties_by_revenue,2528.454428228244
dbsql,top10_properties_by_revenue,2072.246788313521
lakebase,investor_commitment_summary,80.37516304295877
dbsql,investor_commitment_summary,375.6464302275049
dbsql,gl_monthly_by_arena_year,527.786447188987
dbsql,investor_commitment_summary,393.1002752219257
dbsql,property_financials_joined,878.5045433287451
dbsql,fund_performance_arena,600.3227739452228
dbsql,gl_monthly_by_arena_year,606.2953634458381
dbsql,top10_properties_by_revenue,807.5266843587201
dbsql,gl_monthly_by_arena_year,554.1751470883582
dbsql,property_financials_joined,876.3374873609564
lakebase,property_financials_joined,98.54172160805774
lakebase,investor_commitment_summary,76.1591713286407
dbsql,property_financials_joined,976.0269893308191
lakebase,property_financials_joined,131.14587398342792
dbsql,top10_properties_by_revenue,486.0881381528088
lakebase,gl_monthly_by_arena_year,72.9405299820769
dbsql,gl_monthly_by_arena_year,665.8784633528967
dbsql,gl_monthly_by_arena_year,894.3484891557887
dbsql,property_financials_joined,2557.815889253703
dbsql,top10_properties_by_revenue,801.2730791735976
lakebase,gl_monthly_by_arena_year,66.7036851714613
lakebase,pnl_rollup_multi_month,123.34236154345035
lakebase,investor_commitment_summary,74.71213170686042
lakebase,investor_commitment_summary,81.73712330494709
dbsql,fund_performance_arena,377.36627786736676
dbsql,worst_case_yoy_growth,615.4937490083512
lakebase,property_financials_joined,90.51235946333236
dbsql,gl_monthly_by_arena_year,482.94504418663564
lakebase,gl_monthly_by_arena_year,70.89137341046126
dbsql,gl_monthly_by_arena_year,715.1698302027398
dbsql,investor_commitment_summary,411.5917729844796
lakebase,fund_performance_arena,81.37591891346574
dbsql,property_financials_joined,493.3376666581353
dbsql,investor_commitment_summary,599.6879411117106
dbsql,top10_properties_by_revenue,526.2188051303838
lakebase,investor_commitment_summary,83.1140268498416
dbsql,pnl_rollup_multi_month,1171.3874888337727
dbsql,fund_performance_arena,411.68750049200753
dbsql,worst_case_yoy_growth,623.3954864734415
lakebase,pnl_rollup_multi_month,124.39099780539209
dbsql,property_financials_joined,590.3298651385285
dbsql,property_financials_joined,838.6334261136881
lakebase,investor_commitment_summary,121.15914864625665
lakebase,property_financials_joined,94.67922274234297
dbsql,property_financials_joined,493.7208173871568
lakebase,fund_performance_arena,67.2522193108307
dbsql,gl_monthly_by_arena_year,810.8278184397477
dbsql,pnl_rollup_multi_month,690.7471805553769
lakebase,pnl_rollup_multi_month,104.45167196832017
lakebase,property_financials_joined,112.18549527609412
dbsql,pnl_rollup_multi_month,899.7111769857611
lakebase,gl_monthly_by_arena_year,72.0991695657176
dbsql,property_financials_joined,512.5744512037045
dbsql,gl_monthly_by_arena_year,668.172156401738
lakebase,top10_properties_by_revenue,67.49939522501336
dbsql,fund_performance_arena,707.05392659616
lakebase,pnl_rollup_multi_month,112.55463460156534
lakebase,investor_commitment_summary,81.1429138090034
lakebase,investor_commitment_summary,80.8388867538099
dbsql,worst_case_yoy_growth,569.0077024704578
dbsql,fund_performance_arena,381.03815887302517
lakebase,property_financials_joined,98.97733766604233
lakebase,gl_monthly_by_arena_year,94.20737777998056
lakebase,investor_commitment_summary,103.15142026084345
dbsql,pnl_rollup_multi_month,979.0139740300674
lakebase,fund_performance_arena,109.87190432126681
dbsql,gl_monthly_by_arena_year,541.7698894382283
dbsql,pnl_rollup_multi_month,966.4472067221936
lakebase,pnl_rollup_multi_month,153.76481784616658
lakebase,gl_monthly_by_arena_year,289.41702127258395
dbsql,investor_commitment_summary,352.4695397356936
lakebase,property_financials_joined,100.3195872234528
lakebase,pnl_rollup_multi_month,111.30139872699374
dbsql,property_financials_joined,1547.7084582091152
lakebase,gl_monthly_by_arena_year,69.77342089805916
dbsql,property_financials_joined,627.4679040586193
dbsql,gl_monthly_by_arena_year,738.8581255405455
dbsql,investor_commitment_summary,644.7643868056332
lakebase,property_financials_joined,91.46239973355819
dbsql,property_financials_joined,589.1226829949119
dbsql,worst_case_yoy_growth,606.3848638302716
dbsql,investor_commitment_summary,637.5352236944991
dbsql,investor_commitment_summary,345.6915619865413
lakebase,fund_performance_arena,55.8330282449333
dbsql,fund_performance_arena,457.78696394245344
dbsql,fund_performance_arena,380.2940733870628
dbsql,property_financials_joined,943.1021080310416
lakebase,pnl_rollup_multi_month,143.91505762182533
dbsql,property_financials_joined,938.4156296187598
lakebase,investor_commitment_summary,76.71700346543275
dbsql,investor_commitment_summary,725.110495976935
lakebase,property_financials_joined,89.4577735730877
dbsql,property_financials_joined,661.0120936079511
dbsql,worst_case_yoy_growth,621.2426353454816
lakebase,property_financials_joined,88.66215576557579
lakebase,top10_properties_by_revenue,89.14118174945429
lakebase,property_financials_joined,269.5570987073097
lakebase,top10_properties_by_revenue,63.591087771044386
dbsql,top10_properties_by_revenue,768.3343210862859
dbsql,investor_commitment_summary,637.5373435625704
lakebase,gl_monthly_by_arena_year,82.41611187884246
dbsql,property_financials_joined,1739.584753580857
dbsql,pnl_rollup_multi_month,1559.7856957050594
lakebase,top10_properties_by_revenue,94.65569185988443
lakebase,property_financials_joined,98.52015442788797
dbsql,investor_commitment_summary,1038.5878419056667
lakebase,investor_commitment_summary,62.05722994934604
lakebase,property_financials_joined,103.51019732405575
lakebase,fund_performance_arena,59.3946774750691
dbsql,pnl_rollup_multi_month,917.8137051574424
lakebase,property_financials_joined,64.37030265675503
dbsql,investor_commitment_summary,508.336531185023
lakebase,investor_commitment_summary,91.28372212683189
dbsql,investor_commitment_summary,729.0467410822146
lakebase,pnl_rollup_multi_month,171.32946764979806
dbsql,gl_monthly_by_arena_year,671.8747344327483
dbsql,worst_case_yoy_growth,626.3999011106307
lakebase,investor_commitment_summary,114.0490004466983
lakebase,property_financials_joined,60.1827883691044
lakebase,gl_monthly_by_arena_year,86.88077966451146
dbsql,property_financials_joined,842.4326876780128
lakebase,pnl_rollup_multi_month,125.00008744655133
lakebase,pnl_rollup_multi_month,106.0129864058581
lakebase,gl_monthly_by_arena_year,76.28759894299719
lakebase,top10_properties_by_revenue,75.89666384365046
dbsql,investor_commitment_summary,761.091341961901
lakebase,gl_monthly_by_arena_year,70.69512041755388
lakebase,investor_commitment_summary,94.38484805744451
dbsql,top10_properties_by_revenue,796.9754777742537
lakebase,investor_commitment_summary,78.56014148728718
lakebase,gl_monthly_by_arena_year,83.80222095286172
dbsql,top10_properties_by_revenue,859.5096939786799
dbsql,investor_commitment_summary,331.38681288153293
dbsql,property_financials_joined,914.4064980046096
dbsql,fund_performance_arena,614.2294473699508
lakebase,investor_commitment_summary,79.9105014685324
dbsql,gl_monthly_by_arena_year,466.6532087262567
lakebase,fund_performance_arena,63.40373117291165
dbsql,investor_commitment_summary,454.26468938035214
lakebase,top10_properties_by_revenue,76.55548426453151
dbsql,top10_properties_by_revenue,849.2210922073298
lakebase,property_financials_joined,68.3632500006297
dbsql,gl_monthly_by_arena_year,479.78175557318536
lakebase,pnl_rollup_multi_month,118.75483300946144
dbsql,worst_case_yoy_growth,575.3526281198447
dbsql,fund_performance_arena,479.7267726617065
dbsql,fund_performance_arena,587.1716900454942
dbsql,fund_performance_arena,492.2875796141284
lakebase,property_financials_joined,98.20477126811511
lakebase,pnl_rollup_multi_month,190.91552879530127
dbsql,pnl_rollup_multi_month,930.1822969658815
dbsql,top10_properties_by_revenue,839.2637289585423
lakebase,top10_properties_by_revenue,100.85705163496073
dbsql,investor_commitment_summary,652.2528885848544
dbsql,gl_monthly_by_arena_year,670.9929962181036
lakebase,property_financials_joined,88.50764544337153
lakebase,gl_monthly_by_arena_year,64.53734789488408
lakebase,property_financials_joined,62.46089419897771
dbsql,fund_performance_arena,370.63683206997666
lakebase,top10_properties_by_revenue,70.01354380514613
dbsql,investor_commitment_summary,765.8948241653434
lakebase,investor_commitment_summary,74.77345197381169
lakebase,top10_properties_by_revenue,71.47120331933365
lakebase,pnl_rollup_multi_month,111.87702106303732
dbsql,gl_monthly_by_arena_year,516.1570509329749
lakebase,investor_commitment_summary,72.31569264723703
dbsql,investor_commitment_summary,714.7269536839076
lakebase,investor_commitment_summary,100.2634919317984
lakebase,top10_properties_by_revenue,82.9227112402009
lakebase,investor_commitment_summary,75.7630053587377
dbsql,top10_properties_by_revenue,521.0792371471484
dbsql,pnl_rollup_multi_month,1070.5322270583792
lakebase,pnl_rollup_multi_month,107.52846947343642
lakebase,gl_monthly_by_arena_year,68.66968501606152
lakebase,investor_commitment_summary,80.67251218494675
